EAR,MAR,PITCH,YAW,ROLL,D_SLUMP,R_TILT,FACIAL_DISPLAYED,POSE_DISPLAYED,LABEL,Image_Path
0.0544,0.4283,-27.1277,8.5463,1.9618,1.1468,0.6211,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089010417_6.jpg
0.0393,0.4312,-30.0528,7.5701,2.0808,1.1227,0.1574,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089010461_5.jpg
0.0431,0.4036,-20.4114,7.8229,1.9168,1.1387,0.9366,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089010499_4.jpg
0.0391,0.4154,-26.2639,7.3642,1.7503,1.1195,0.9366,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089010543_3.jpg
0.0257,0.4475,-23.0832,6.0542,1.4198,1.1411,-0.1536,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089010588_2.jpg
0.036,0.404,-26.5512,5.5113,1.6718,1.1173,0.7805,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089010636_1.jpg
0.0398,0.4449,-27.4231,3.5965,1.4562,1.0815,0.7639,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089011463_20.jpg
0.024,0.4567,-31.8585,-1.0023,1.4051,1.1648,0.6384,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089011507_19.jpg
0.0327,0.4212,-22.2203,7.1835,1.1562,1.1284,1.0927,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089011557_18.jpg
0.0346,0.4468,-29.9937,0.707,0.967,1.1568,0.157,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089011603_17.jpg
0.0498,0.4489,-26.7053,3.7468,1.2348,1.1479,0.4683,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089011651_16.jpg
0.0388,0.4263,-29.8809,3.0939,1.3703,1.1214,1.8231,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089011695_15.jpg
0.0277,0.4269,-24.7178,1.7167,1.6158,1.1485,0.4633,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089011732_14.jpg
0.0244,0.4967,-29.268,3.0043,1.6928,1.1056,0.7913,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089011776_13.jpg
0.0293,0.3936,-29.9842,2.3554,1.4525,1.0934,1.7075,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089011819_12.jpg
0.0374,0.426,-26.2278,3.0386,1.4595,1.1242,0.768,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089011857_11.jpg
0.0282,0.4149,-23.9778,3.7158,1.932,1.1382,0.7891,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089011899_10.jpg
0.0309,0.4295,-23.3538,5.1362,1.5216,1.1124,-0.1587,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089011950_9.jpg
0.0244,0.4541,-22.5217,0.9507,1.5303,1.1206,-0.1557,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089011994_8.jpg
0.0252,0.4232,-23.652,1.3995,1.5543,1.1097,0.1561,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089012039_7.jpg
0.0294,0.3974,-26.6179,3.7525,1.7382,1.1553,0.7784,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089012088_6.jpg
0.0405,0.441,-29.8492,3.3408,1.8818,1.1492,0.9392,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089012131_5.jpg
0.0558,0.4278,-25.9985,5.8978,1.7889,1.1728,0.7805,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089012187_4.jpg
0.0285,0.4533,-25.1814,5.6021,2.0234,1.1502,0.6279,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089012241_3.jpg
0.0417,0.4089,-22.9086,3.2613,1.6726,1.1508,1.5651,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089012284_2.jpg
0.0402,0.4141,-23.3309,2.8519,1.9335,1.1611,0.4658,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089012332_1.jpg
0.0408,0.3875,-25.6938,40.8526,4.2821,1.2165,0.1544,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089013113_20.jpg
0.0386,0.4339,-23.0476,44.7081,5.3148,1.1882,1.1047,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089013157_19.jpg
0.0534,0.4703,-22.4119,36.6574,4.3601,1.1919,0.1587,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089013203_18.jpg
0.0905,0.3996,-13.8628,39.5997,5.2135,1.222,1.5694,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089013249_17.jpg
0.0724,0.4022,-17.1094,38.8373,4.8281,1.2322,0.3148,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089013299_16.jpg
0.07,0.3871,-17.1385,41.3276,5.41,1.2351,1.5608,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089013345_15.jpg
0.1117,0.4232,-17.7481,39.9774,5.1965,1.1928,1.4242,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089013390_14.jpg
0.0882,0.4081,-12.7974,46.9771,5.9013,1.2268,0.787,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089013436_13.jpg
0.0841,0.3501,-12.4144,46.934,5.9932,1.1651,0.1557,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089013483_12.jpg
0.031,0.4323,-19.8437,55.4927,6.4397,1.2106,-0.3148,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089013528_11.jpg
0.1,0.4143,-14.1839,45.5685,6.5481,1.2445,0.4671,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089013575_10.jpg
0.0574,0.4469,-19.3107,50.7199,6.2173,1.1627,-0.1605,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089013622_9.jpg
0.0574,0.4469,-19.3107,50.7199,6.2173,1.1627,-0.1605,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089013666_8.jpg
0.041,0.4184,-20.5161,52.0896,6.9207,1.1979,0.9548,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089013718_7.jpg
0.0722,0.4161,-13.7916,46.9341,6.0738,1.1648,1.4401,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089013789_6.jpg
0.0456,0.4209,-20.7774,46.0988,5.9103,1.2054,1.8934,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089013845_5.jpg
0.0429,0.4488,-17.1752,45.2301,5.1775,1.1999,0.6366,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089013889_4.jpg
0.0402,0.3977,-17.8267,44.5727,5.3705,1.1799,0.3122,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089013939_3.jpg
0.1287,0.3666,-14.6398,43.3118,5.2615,1.1971,1.936,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089013989_2.jpg
0.0389,0.3972,-20.0663,46.0911,5.7277,1.182,1.5824,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089014030_1.jpg
0.1147,0.4041,-17.4547,34.775,5.2575,1.2103,2.6813,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089014888_20.jpg
0.0463,0.4158,-24.313,39.0908,4.6811,1.1892,1.473,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089014924_19.jpg
0.0976,0.4196,-19.966,40.132,4.378,1.2203,2.0567,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089014967_18.jpg
0.1135,0.4646,-24.7866,33.3311,4.6987,1.2333,1.7121,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089015015_17.jpg
0.1132,0.4138,-26.573,38.5759,4.887,1.2277,2.674,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089015060_16.jpg
0.0732,0.4217,-25.0721,40.734,5.0914,1.1735,2.3793,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089015100_15.jpg
0.1189,0.4013,-18.0004,37.0033,4.7812,1.2457,1.7309,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089015153_14.jpg
0.0926,0.4263,-26.821,40.2608,5.2676,1.2461,1.7357,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089015198_13.jpg
0.0819,0.4209,-24.1622,36.2072,4.6255,1.2178,2.7187,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089015248_12.jpg
0.1099,0.3713,-22.7861,37.9124,4.8431,1.2184,1.5824,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089015293_11.jpg
0.0619,0.3452,-21.7582,34.6292,4.5289,1.2221,2.2148,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089015337_10.jpg
0.0988,0.3381,-11.9401,35.0833,4.3777,1.1799,2.0454,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089015386_9.jpg
0.0726,0.4333,-23.5324,30.8392,4.4806,1.2388,1.0897,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089015436_8.jpg
0.0712,0.3693,-21.0448,33.5111,4.1071,1.1935,2.2148,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089015481_7.jpg
0.0724,0.4173,-29.4757,29.2982,2.964,1.2031,1.4361,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089015538_6.jpg
0.071,0.3922,-22.9144,28.4506,3.1998,1.1664,0.9548,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089015588_5.jpg
0.0671,0.3841,-22.6713,29.4977,2.8402,1.1448,1.5911,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089015626_4.jpg
0.0748,0.4339,-24.7986,26.8564,3.4108,1.2393,0.9341,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089015672_3.jpg
0.0608,0.4168,-29.8569,24.4828,2.9846,1.1855,0.3183,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089015717_2.jpg
0.0531,0.4193,-30.4394,25.3008,2.0963,1.1627,0.4709,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089015765_1.jpg
0.0343,0.4487,-26.1023,-4.2618,-0.3049,1.1302,-0.1561,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089016496_20.jpg
0.0317,0.3738,-36.3537,-6.2716,-0.486,1.1189,0.1553,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089016533_19.jpg
0.0431,0.4179,-29.6054,-10.1986,-0.5696,1.1228,0.3097,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089016576_18.jpg
0.0535,0.4098,-32.2164,-7.362,-0.6963,1.141,0.6279,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089016620_17.jpg
0.053,0.4369,-31.4155,-16.9014,-0.5438,1.0717,0.4696,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089016668_16.jpg
0.0342,0.4559,-32.5034,-16.718,-0.4044,1.1027,0.1544,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089016716_15.jpg
0.0426,0.4457,-30.6238,-23.8107,-0.4306,1.1309,0.4608,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089016763_14.jpg
0.0517,0.4494,-30.867,-22.6509,-0.2542,1.0938,0.7827,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089016807_13.jpg
0.0718,0.4836,-27.2501,-26.1885,-0.0167,1.1239,0.7848,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089016855_12.jpg
0.0356,0.439,-30.3904,-23.748,-0.6793,1.1142,0.4709,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089016901_11.jpg
0.0558,0.4245,-31.7121,-21.956,-0.8173,1.1078,0.1557,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089016946_10.jpg
0.0492,0.4606,-32.2122,-23.1754,-1.0609,1.0868,0.1557,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089016993_9.jpg
0.0437,0.4249,-32.192,-23.1543,-0.7798,1.1283,0.6177,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089017043_8.jpg
0.0351,0.4461,-33.6331,-25.6742,-0.83,1.1121,0.3165,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089017087_7.jpg
0.0392,0.4477,-36.1155,-24.4903,-0.7193,1.0969,-0.1574,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089017139_6.jpg
0.0623,0.3994,-35.7014,-25.4587,-0.8992,1.1075,-0.6128,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089017182_5.jpg
0.0406,0.4631,-31.7042,-22.636,-0.9238,1.1014,-0.1532,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089017223_4.jpg
0.0553,0.4046,-32.3005,-22.5472,-0.6343,1.1047,0.4633,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089017262_3.jpg
0.0466,0.4815,-32.2527,-23.9794,-1.1121,1.0896,-0.6296,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089017307_2.jpg
0.0425,0.4082,-33.4606,-23.5157,-0.5434,1.0898,0.0,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089017354_1.jpg
0.0614,0.4448,-30.851,-20.8204,-0.0972,1.1265,0.0,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089018061_20.jpg
0.0528,0.418,-31.2648,-20.0144,-0.2331,1.0752,0.0,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089018100_19.jpg
0.0687,0.4565,-33.7876,-17.641,-0.1352,1.041,-0.4735,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089018144_18.jpg
0.03,0.4548,-31.5967,-14.7325,-0.5174,1.1181,0.947,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089018191_17.jpg
0.055,0.4279,-30.1161,-17.941,0.1768,1.0663,-0.1592,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089018237_16.jpg
0.0394,0.3965,-34.4219,-13.9503,0.2391,1.122,0.4788,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089018285_15.jpg
0.0394,0.3965,-34.4219,-13.9503,0.2391,1.122,0.4788,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089018332_14.jpg
0.0568,0.4022,-28.2123,-13.4041,0.2228,1.1169,0.3148,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089018377_13.jpg
0.0573,0.4766,-29.3097,-13.2442,0.4853,1.1219,0.6296,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089018423_12.jpg
0.06,0.4865,-31.0844,-13.5812,0.7128,1.1119,0.4748,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089018471_11.jpg
0.0519,0.4501,-26.5804,-11.2713,0.8337,1.15,0.7891,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089018520_10.jpg
0.0694,0.4398,-31.7718,-6.1268,0.8871,1.1681,-0.9629,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089018567_9.jpg
0.0496,0.4274,-33.1804,-8.8236,0.9784,1.1189,0.1578,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089018632_8.jpg
0.0544,0.4177,-28.038,-10.8746,1.4618,1.1751,0.3174,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089018681_7.jpg
0.0416,0.4119,-30.934,-7.319,1.0694,1.1503,1.4125,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089018728_6.jpg
0.042,0.3819,-33.8855,-5.8314,1.5596,1.1467,0.6211,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089018791_5.jpg
0.0574,0.4139,-32.2241,-7.0655,1.488,1.1446,-0.3157,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089018837_4.jpg
0.064,0.4347,-33.2148,-7.3291,1.6426,1.1227,-0.1596,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089018881_3.jpg
0.0766,0.4085,-30.9864,-3.5363,2.1368,1.1788,0.4696,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089018931_2.jpg
0.0513,0.3813,-30.4933,-4.73,2.1617,1.1352,1.1017,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089018966_1.jpg
0.116,0.4446,-30.9419,21.9045,4.6016,1.2051,0.6262,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089019951_20.jpg
0.1018,0.4707,-26.7222,34.7729,4.0987,1.1795,0.0,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089019986_19.jpg
0.0937,0.445,-24.0391,31.7512,4.1273,1.2455,0.6296,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089020030_18.jpg
0.11,0.4032,-23.8373,30.5765,4.1897,1.2419,0.0,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089020075_17.jpg
0.1122,0.4212,-31.625,38.6323,4.1992,1.2688,0.0,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089020109_16.jpg
0.1122,0.4403,-28.0655,37.0525,4.8255,1.2362,0.0,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089020152_15.jpg
0.1103,0.4053,-24.8601,39.9993,5.0547,1.1986,-0.3131,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089020199_14.jpg
0.143,0.3849,-20.5027,44.9159,5.0675,1.2247,0.4788,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089020245_13.jpg
0.1723,0.4202,-21.4018,45.1842,5.8663,1.2367,0.9656,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089020291_12.jpg
0.1382,0.4612,-16.246,51.4285,6.2166,1.3011,0.16,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089020339_11.jpg
0.1703,0.423,-15.9527,46.2702,6.1424,1.2644,1.1139,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089020388_10.jpg
0.1115,0.4177,-8.7521,57.7716,6.6125,1.2605,0.3139,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089020437_9.jpg
0.0951,0.4089,-8.4523,55.6555,6.3804,1.2266,0.0,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089020478_8.jpg
0.0809,0.4325,-10.01,62.0652,6.2534,1.2358,0.3183,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089020525_7.jpg
0.1438,0.405,-3.3975,56.2109,6.4875,1.2492,-0.3148,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089020576_6.jpg
0.2068,0.3794,-1.5607,57.0859,7.4898,1.301,-0.3165,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089020627_5.jpg
0.0963,0.4763,-7.6132,61.0789,7.3999,1.2596,0.0,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089020671_4.jpg
0.139,0.4694,-10.5438,62.7462,8.4177,1.2505,0.6348,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089020714_3.jpg
0.1467,0.4406,2.145,65.0726,8.6036,1.2281,-0.157,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089020760_2.jpg
0.1224,0.4509,-16.7999,67.4292,9.3589,1.2558,-0.4709,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089020805_1.jpg
0.1284,0.4842,-12.2103,64.1056,10.0564,1.2738,-0.1557,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089021545_20.jpg
0.1112,0.4898,-9.5225,62.1181,9.0335,1.2225,0.9602,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089021580_19.jpg
0.0625,0.3867,-10.7076,65.9752,8.8138,1.2442,0.6245,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089021620_18.jpg
0.0897,0.4325,-10.9601,64.7281,9.3246,1.2072,0.0,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089021665_17.jpg
0.0913,0.4655,-8.3138,64.7723,9.2596,1.2631,0.3174,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089021711_16.jpg
0.1477,0.4202,-8.4654,60.8552,8.6194,1.2306,-0.16,1,1,1,c:\VGU_projects\Drowsiness_detector\AI_Drowsiness_Detection\Datasets_ReRecorded\Sleep\1766089021747_15.jpg
