EAR,MAR,PITCH,YAW,ROLL,D_SLUMP,R_TILT,FACIAL_DISPLAYED,POSE_DISPLAYED,LABEL,Image_Path
0.153,0.3817,13.6546,-8.408,0.4688,1.0299,-2.3255,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217527879_18.jpg
0.2233,0.4057,17.028,-8.756,0.2398,0.991,-1.9092,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217527936_17.jpg
0.2233,0.4057,17.028,-8.756,0.2398,0.991,-1.9092,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217527995_16.jpg
0.2442,0.6046,12.0401,-7.1934,-0.642,0.9099,-1.1997,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217528049_15.jpg
0.2695,0.599,27.2549,-8.9237,-1.4551,0.9106,-2.2428,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217528100_14.jpg
0.2855,0.5557,44.2924,-9.2965,-1.9248,0.9303,-1.939,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217528156_13.jpg
0.2811,0.5659,40.3589,-9.7725,-2.2406,0.894,-2.1044,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217528212_12.jpg
0.2811,0.5659,40.3589,-9.7725,-2.2406,0.894,-2.1044,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217528271_11.jpg
0.2652,0.5691,46.267,-10.463,-3.2605,0.8621,-3.6717,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217528326_10.jpg
0.281,0.6013,47.617,-12.2802,-4.4768,0.9084,-1.804,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217528378_9.jpg
0.281,0.6013,47.617,-12.2802,-4.4768,0.9084,-1.804,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217528432_8.jpg
0.2955,0.6218,55.4258,-13.2606,-5.2879,0.8851,-2.5683,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217528490_7.jpg
0.2955,0.6218,55.4258,-13.2606,-5.2879,0.8851,-2.5683,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217528546_6.jpg
0.2737,0.6111,53.999,-10.5729,-5.3988,0.8545,-2.8775,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217528602_5.jpg
0.2973,0.6272,58.6181,-10.5219,-5.3934,0.8839,-3.0128,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217528659_4.jpg
0.2973,0.6272,58.6181,-10.5219,-5.3934,0.8839,-3.0128,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217528716_3.jpg
0.2956,0.6665,56.9298,-10.0196,-5.1761,0.9111,-3.1466,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217528770_2.jpg
0.2956,0.6665,56.9298,-10.0196,-5.1761,0.9111,-3.1466,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217528823_1.jpg
0.1925,0.6595,25.7252,-5.9248,-1.8913,0.8392,-1.0362,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217533684_20.jpg
0.1774,0.7035,24.7472,-4.9657,-1.4018,0.8257,-1.1997,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217533750_19.jpg
0.2291,0.7202,48.5891,-6.5345,-1.9976,0.8841,-1.9289,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217533827_18.jpg
0.2291,0.7202,48.5891,-6.5345,-1.9976,0.8841,-1.9289,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217533885_17.jpg
0.2651,0.4807,50.4542,-8.2135,-2.5418,0.936,-1.7899,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217533940_16.jpg
0.2814,0.6244,43.5322,-8.6301,-2.5766,0.8956,-1.6408,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217533994_15.jpg
0.2733,0.6367,60.1992,-7.0277,-2.5664,0.8891,-1.8135,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217534048_14.jpg
0.2733,0.6367,60.1992,-7.0277,-2.5664,0.8891,-1.8135,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217534108_13.jpg
0.2536,0.55,39.3823,-6.6497,-2.3995,0.8979,-1.3603,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217534157_12.jpg
0.2536,0.55,39.3823,-6.6497,-2.3995,0.8979,-1.3603,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217534213_11.jpg
0.2504,0.6143,30.7221,-7.5369,-2.1807,0.9097,-1.6323,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217534263_10.jpg
0.2333,0.6524,10.0391,-9.0358,-2.8571,0.8808,-1.8183,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217534323_9.jpg
0.2333,0.6524,10.0391,-9.0358,-2.8571,0.8808,-1.8183,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217534379_8.jpg
0.2186,0.6177,10.072,-12.3736,-2.435,0.9552,-1.9749,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217534439_7.jpg
0.2693,0.6557,10.027,-11.0268,-2.0517,0.9549,-1.3532,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217534506_6.jpg
0.2693,0.6557,10.027,-11.0268,-2.0517,0.9549,-1.3532,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217534559_5.jpg
0.2679,0.7224,4.3528,-12.9658,-2.7214,0.9474,-2.237,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217534614_4.jpg
0.1888,0.4802,-3.5208,-13.9212,-3.8454,1.0165,-3.4188,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217534674_3.jpg
0.1888,0.4802,-3.5208,-13.9212,-3.8454,1.0165,-3.4188,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217534732_2.jpg
0.0634,0.5965,-16.6488,-16.7261,-4.4776,0.989,-2.9892,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217534793_1.jpg
0.3524,0.4225,32.5373,-10.4327,-0.5725,0.9053,-1.3639,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217538615_20.jpg
0.3456,0.429,30.5073,-11.0213,-0.9305,0.9353,-0.7538,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217538671_19.jpg
0.3241,0.5798,29.1807,-11.3478,-0.8681,0.914,0.7639,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217538740_18.jpg
0.3241,0.5798,29.1807,-11.3478,-0.8681,0.914,0.7639,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217538794_17.jpg
0.3305,0.5796,39.9553,-8.6184,-0.7146,0.8864,0.3056,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217538851_16.jpg
0.3305,0.5796,39.9553,-8.6184,-0.7146,0.8864,0.3056,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217538901_15.jpg
0.3206,0.6654,26.6243,-8.3433,-0.867,0.8728,-1.206,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217538957_14.jpg
0.318,0.6528,34.4126,-9.5082,-1.9461,0.8717,-1.0609,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217539012_13.jpg
0.318,0.6528,34.4126,-9.5082,-1.9461,0.8717,-1.0609,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217539069_12.jpg
0.3224,0.6354,43.9629,-8.4612,-1.9693,0.8636,-1.3859,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217539121_11.jpg
0.3224,0.6354,43.9629,-8.4612,-1.9693,0.8636,-1.3859,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217539175_10.jpg
0.3291,0.7643,23.47,-11.7433,-2.2299,0.8777,-2.138,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217539226_9.jpg
0.333,0.8173,20.0023,-13.4016,-2.7993,0.9173,-2.5548,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217539283_8.jpg
0.333,0.8173,20.0023,-13.4016,-2.7993,0.9173,-2.5548,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217539345_7.jpg
0.3101,0.8444,12.6188,-16.4172,-3.5539,0.8918,-1.6847,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217539394_6.jpg
0.3101,0.8444,12.6188,-16.4172,-3.5539,0.8918,-1.6847,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217539448_5.jpg
0.3051,0.8312,12.9281,-20.268,-5.0618,0.9391,-1.6494,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217539510_4.jpg
0.3054,0.8491,20.8419,-19.3752,-4.9671,0.8841,-2.916,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217539564_3.jpg
0.3054,0.8491,20.8419,-19.3752,-4.9671,0.8841,-2.916,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217539621_2.jpg
0.1217,0.8861,9.8695,-21.0249,-4.9713,0.9152,-3.4366,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217539671_1.jpg
0.1706,0.4209,16.3965,-9.4159,-3.6483,0.9743,-3.231,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217541718_20.jpg
0.1706,0.4209,16.3965,-9.4159,-3.6483,0.9743,-3.231,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217541773_19.jpg
0.2202,0.4532,21.1464,-8.7309,-3.8941,0.9763,-1.9697,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217541821_18.jpg
0.2637,0.5286,20.934,-9.4639,-4.3868,0.9257,-2.9082,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217541876_17.jpg
0.2637,0.5286,20.934,-9.4639,-4.3868,0.9257,-2.9082,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217541931_16.jpg
0.2787,0.7021,33.3824,-9.8115,-4.6262,0.8982,-2.2785,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217541989_15.jpg
0.2787,0.7021,33.3824,-9.8115,-4.6262,0.8982,-2.2785,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217542039_14.jpg
0.2775,0.7196,29.8288,-11.306,-4.4477,0.8771,-3.231,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217542095_13.jpg
0.2756,0.7418,17.9855,-11.9019,-4.3655,0.9392,-1.2092,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217542151_12.jpg
0.2903,0.7821,14.2748,-13.1097,-4.5344,0.9518,-1.8183,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217542212_11.jpg
0.2903,0.7821,14.2748,-13.1097,-4.5344,0.9518,-1.8183,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217542269_10.jpg
0.2931,0.7711,18.4172,-12.2661,-4.1959,0.8822,-1.2221,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217542326_9.jpg
0.2942,0.7729,25.9864,-10.448,-4.105,0.847,-1.5275,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217542378_8.jpg
0.2971,0.8027,26.1367,-10.1751,-3.7512,0.8781,-0.6144,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217542437_7.jpg
0.2971,0.8027,26.1367,-10.1751,-3.7512,0.8781,-0.6144,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217542492_6.jpg
0.3081,0.8258,34.7923,-11.2132,-3.5736,0.8658,-0.6111,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217542539_5.jpg
0.3057,0.7051,28.347,-13.995,-3.282,0.9496,-1.3568,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217542594_4.jpg
0.3159,0.7576,28.5584,-13.1176,-3.4502,0.9502,-1.1997,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217542649_3.jpg
0.3159,0.7576,28.5584,-13.1176,-3.4502,0.9502,-1.1997,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217542704_2.jpg
0.2752,0.4466,19.9429,-11.7056,-2.3052,0.9358,-2.2428,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217542767_1.jpg
0.2606,0.6678,29.6634,-10.4624,-6.1813,0.9368,-2.1155,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217545317_20.jpg
0.2606,0.6678,29.6634,-10.4624,-6.1813,0.9368,-2.1155,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217545373_19.jpg
0.2693,0.6069,42.6743,-8.2121,-5.7645,0.9216,-2.1044,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217545428_18.jpg
0.2693,0.6069,42.6743,-8.2121,-5.7645,0.9216,-2.1044,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217545488_17.jpg
0.296,0.42,20.2992,-9.6899,-5.9577,0.9975,-2.1099,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217545540_16.jpg
0.3076,0.6504,14.6992,-10.0669,-6.3676,0.983,-1.6408,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217545595_15.jpg
0.3076,0.6504,14.6992,-10.0669,-6.3676,0.983,-1.6408,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217545652_14.jpg
0.2854,0.6324,26.2617,-9.1723,-6.0898,0.9873,-1.6669,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217545707_13.jpg
0.2752,0.6584,28.9674,-10.069,-6.223,1.01,-1.4995,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217545762_12.jpg
0.2752,0.6584,28.9674,-10.069,-6.223,1.01,-1.4995,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217545818_11.jpg
0.3032,0.6705,32.4557,-9.5519,-6.3196,1.0274,-2.237,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217545872_10.jpg
0.3032,0.6705,32.4557,-9.5519,-6.3196,1.0274,-2.237,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217545926_9.jpg
0.2633,0.5894,24.1838,-9.239,-5.812,1.0307,-1.9542,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217545984_8.jpg
0.041,0.4952,-1.5501,-10.7758,-5.8215,1.0316,-2.5887,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217546033_7.jpg
0.041,0.4952,-1.5501,-10.7758,-5.8215,1.0316,-2.5887,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217546089_6.jpg
0.0751,0.6166,-11.3186,-15.0979,-4.805,1.0789,-1.9802,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217546147_5.jpg
0.0751,0.6166,-11.3186,-15.0979,-4.805,1.0789,-1.9802,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217546205_4.jpg
0.2209,0.4774,-3.8068,-15.2912,-2.5794,1.0846,-2.2845,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217546259_3.jpg
0.231,0.711,22.6255,-12.6019,-1.8269,1.0494,-0.9216,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217546314_2.jpg
0.231,0.711,22.6255,-12.6019,-1.8269,1.0494,-0.9216,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217546368_1.jpg
0.2933,0.7767,24.9948,-6.5032,-5.3948,0.9927,-1.9198,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217547170_20.jpg
0.2933,0.7767,24.9948,-6.5032,-5.3948,0.9927,-1.9198,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217547219_19.jpg
0.2841,0.6217,24.6349,-7.4102,-4.03,1.014,-2.0681,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217547280_18.jpg
0.2836,0.6718,26.8337,-8.1176,-4.5206,1.012,-2.2209,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217547337_17.jpg
0.2836,0.6718,26.8337,-8.1176,-4.5206,1.012,-2.2209,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217547397_16.jpg
0.265,0.682,20.0644,-12.0957,-6.324,1.0282,-2.916,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217547456_15.jpg
0.2803,0.6751,5.375,-13.6161,-6.3723,1.0089,-3.762,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217547526_14.jpg
0.2803,0.6751,5.375,-13.6161,-6.3723,1.0089,-3.762,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217547600_13.jpg
0.2174,0.4365,-13.3612,-8.7564,-3.4556,1.1191,-3.8759,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217547658_12.jpg
0.1904,0.4427,-12.8235,-7.7796,-1.8996,1.124,-3.538,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217547719_11.jpg
0.1904,0.4427,-12.8235,-7.7796,-1.8996,1.124,-3.538,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217547773_10.jpg
0.2237,0.4082,-1.0632,-8.0152,-1.4818,1.0977,-4.7893,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217547825_9.jpg
0.2237,0.4082,-1.0632,-8.0152,-1.4818,1.0977,-4.7893,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217547880_8.jpg
0.2299,0.6347,2.7775,5.738,1.2511,0.9853,-3.5097,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217547943_7.jpg
0.2577,0.6559,8.668,10.4509,2.5369,0.9602,-3.6426,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217547996_6.jpg
0.2577,0.6559,8.668,10.4509,2.5369,0.9602,-3.6426,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217548045_5.jpg
0.2759,0.647,23.7544,6.8798,0.776,0.8454,-2.2148,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217548099_4.jpg
0.2705,0.7349,21.1457,5.4003,-0.1291,0.8674,-0.9444,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217548162_3.jpg
0.2705,0.7349,21.1457,5.4003,-0.1291,0.8674,-0.9444,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217548219_2.jpg
0.2754,0.6374,21.9398,6.9042,-0.391,0.8529,-1.2488,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217548274_1.jpg
0.2815,0.6,28.6447,3.3071,-0.9317,0.9456,-4.0968,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217548797_20.jpg
0.2815,0.6,28.6447,3.3071,-0.9317,0.9456,-4.0968,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217548859_19.jpg
0.2746,0.6258,25.141,-2.9992,-0.816,0.9183,-4.648,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217548913_18.jpg
0.2259,0.5522,21.574,-6.0294,-0.3534,0.9497,-3.2928,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217548966_17.jpg
0.0979,0.5857,17.2559,-10.2868,0.1799,0.9599,-3.3201,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217549026_16.jpg
0.0979,0.5857,17.2559,-10.2868,0.1799,0.9599,-3.3201,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217549079_15.jpg
0.0979,0.5857,17.2559,-10.2868,0.1799,0.9599,-3.3201,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217549133_14.jpg
0.2282,0.6265,18.1897,-7.3458,-0.2632,0.8799,-2.3091,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217549192_13.jpg
0.2488,0.6459,38.481,-6.4681,0.3864,0.873,-1.6983,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217549244_12.jpg
0.2488,0.6459,38.481,-6.4681,0.3864,0.873,-1.6983,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217549297_11.jpg
0.282,0.6471,47.6488,-9.2116,-0.5232,0.8335,-2.2026,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217549350_10.jpg
0.282,0.6471,47.6488,-9.2116,-0.5232,0.8335,-2.2026,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217549408_9.jpg
0.3049,0.5933,52.2717,-10.764,-0.678,0.8445,-2.0177,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217549473_8.jpg
0.2832,0.5702,47.2355,-9.2911,-2.576,0.8305,-1.8377,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217549519_7.jpg
0.2832,0.5702,47.2355,-9.2911,-2.576,0.8305,-1.8377,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217549582_6.jpg
0.2952,0.5664,51.103,-6.1119,-4.8643,0.8195,-1.8728,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217549630_5.jpg
0.2969,0.6014,47.3065,-6.5735,-5.8052,0.8433,-1.7502,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217549685_4.jpg
0.2969,0.6014,47.3065,-6.5735,-5.8052,0.8433,-1.7502,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217549745_3.jpg
0.3067,0.6574,38.2149,-6.2395,-6.9841,0.8654,-1.9039,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217549803_2.jpg
0.3034,0.6842,26.1503,-6.2118,-7.3412,0.9078,-2.8545,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217549859_1.jpg
0.2351,0.6157,45.3295,-0.4414,-1.5701,0.7462,0.4646,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217550964_20.jpg
0.2373,0.5677,24.1786,-2.1242,-2.2987,0.7897,-0.7763,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217551020_19.jpg
0.217,0.6035,25.4965,0.2156,-2.5299,0.808,-0.4696,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217551082_18.jpg
0.217,0.6035,25.4965,0.2156,-2.5299,0.808,-0.4696,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217551131_17.jpg
0.2373,0.6658,43.3873,-0.0138,-3.2452,0.7769,-2.0454,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217551221_16.jpg
0.2373,0.6658,43.3873,-0.0138,-3.2452,0.7769,-2.0454,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217551276_15.jpg
0.1455,0.4386,28.6939,-2.4928,-3.0328,0.8698,-2.1906,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217551332_14.jpg
0.1455,0.4386,28.6939,-2.4928,-3.0328,0.8698,-2.1906,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217551388_13.jpg
0.1017,0.3821,20.9656,-2.7248,-3.1251,0.8688,-2.8079,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217551446_12.jpg
0.2202,0.5976,38.6893,-7.6843,-4.1882,0.8993,-3.2839,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217551503_11.jpg
0.2399,0.6177,38.5089,-10.4781,-5.4636,0.8872,-3.2224,1,1,0,f:\Code\Year_2\AI_Drowsiness_Detection\Additional_Dataset\Awake\1766217551555_10.jpg
